video_id,title,description,published_at,position,view_count,like_count,comment_count,comments_disabled,duration_iso,duration_sec,definition,caption,licensed,tags,category_id,audio_language,live_status,year,age_days,is_live,is_short,duration_min,engagement_rate,comment_rate,views_per_day
hp07k9cQZbE,Andrea Bocelli - Era Già Tutto Previsto (Live From Portofino / 2012),"Andrea Bocelli - Era Già Tutto Previsto
Stream Andrea Bocelli: https://AndreaBocelli.lnk.to/streamID
Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/

#AndreaBocelli

Music video by Andrea Bocelli performing Era Già Tutto Previsto. (C) 2012 Sugar Srl, under exclusive license to Universal International Music B.V.
http://vevo.ly/k3mGhK",2015-10-23 02:00:01+00:00,296,7057142,16531,656,False,PT4M19S,259,hd,false,True,Andrea|Bocelli|Era|Già|Tutto|Previsto|Universal|Music|Pop|Riccardo Cocciante,10,en-US,none,2015,3974,False,False,4.316666666666666,0.0023424496772206085,9.295547687718343e-05,1775.8283844992452
iC6_6OvWMQg,"Andrea Bocelli - Someone Like You (Live From Castagneto Carducci, Italy / 2001)","Andrea Bocelli - Someone Like You (Live From Castagneto Carducci, Italy / 2001)

Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID


Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/
#AndreaBocelli #Bocelli #Someone Like You #LiveFromCastagnetoCarducci

Music video by Andrea Bocelli performing Someone Like You. (C) 2015 Sugar Srl, under exclusive license to Universal International Music B.V., a Universal Music Group company

Watch the Music for Hope full event here: https://andreabocelli.lnk.to/LiveFromDuomoID
Listen to the Music for Hope full event here: https://andreabocelli.lnk.to/MusicForHope1ID

http://vevo.ly/8rHtJU",2015-10-23 02:00:01+00:00,297,587448,4052,204,False,PT5M7S,307,sd,false,True,Andrea|Bocelli|Someone|Like|You|Universal|Music|Classical|Andrea Bocelli Someone Like You (Live From Castagneto Carducci|Italy 2001)|Andrea Bocelli|Someone Like You|(Live From Castagneto Carducci,10,en-US,none,2015,3974,False,False,5.116666666666666,0.006897631790388255,0.00034726477918045514,147.82284851534976
jI7zeFpI2dY,Andrea Bocelli - Champagne (Live From Portrofino / 2012),"Andrea Bocelli - Champagne (Live From Portrofino / 2012)
Stream Andrea Bocelli: https://AndreaBocelli.lnk.to/streamID
Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/

#AndreaBocelli",2015-10-23 02:00:01+00:00,298,26761702,73652,2030,False,PT4M34S,274,hd,false,True,Andrea Bocelli|Sugar s.r.l. under exclusive licence to Universal International Music B.V.|Pop,10,en-US,none,2015,3974,False,False,4.566666666666666,0.0027521418480782726,7.585466724052155e-05,6734.197785606442
knczBA7yNdc,"Andrea Bocelli, New York Philharmonic, Alan Gilbert - Overture - Live From Central Park, USA / 2011","Music video by Andrea Bocelli, New York Philharmonic, Alan Gilbert performing Overture (Live).© 2011 Sugar s.r.l., Under exclusive licence to Universal International Music B.V.",2015-10-23 02:00:01+00:00,299,10680,81,2,False,PT5M8S,308,hd,false,True,Andrea|Bocelli|New|York|Philharmonic|Orchestra|Alan|Gilbert|Overture|Universal|Music|Classical,10,en-US,none,2015,3974,False,False,5.133333333333334,0.007584269662921348,0.00018726591760299626,2.687468545546049
lYIE-gL0o1Y,"Andrea Bocelli - Il Mare Calmo Della Sera - Live From Ristorante Le Chalet, Italy / 2007","Music video by Andrea Bocelli performing Il mare calmo della sera (Live).© 2015 Sugar s.r.l., under exclusive license to Universal International Music B.V., a Universal Music Group company",2015-10-23 02:00:01+00:00,300,12536,179,6,False,PT2M33S,153,sd,false,True,Andrea|Bocelli|Mare|Calmo|Della|Sera|Universal|Music|Classical,10,en-US,none,2015,3974,False,False,2.55,0.014278876834716018,0.0004786215698787492,3.1545042778057373
m4-wiGJwngQ,"Andrea Bocelli - E lucevan le stelle - Live From Piazza Dei Cavalieri, Italy / 1997","Music video by Andrea Bocelli performing E lucevan le stelle (Live).© 2015 Sugar s.r.l., under exclusive license to Universal International Music B.V., a Universal Music Group company",2015-10-23 02:00:01+00:00,301,408565,4122,163,False,PT4M39S,279,sd,false,True,Andrea|Bocelli|lucevan|stelle|Universal|Music|Pop,10,en-US,none,2015,3974,False,False,4.65,0.010088969931345074,0.00039895732625163684,102.80951182687468
pRChhXccTFg,"Andrea Bocelli, Reba McEntire - Blue Christmas","Listen to Andrea Bocelli’s Christmas album 'My Christmas'  featuring 'Blue Christmas' here: https://andreabocelli.lnk.to/MyChristmasFiresideID
And listen to the new Christmas album 'A Family Christmas' here: https://AndreaBocelli.lnk.to/FamilyChristmasDeluxeID

Watch the Music for Hope full event here: https://andreabocelli.lnk.to/LiveFromDuomoID
Listen to the Music for Hope full event here: https://andreabocelli.lnk.to/MusicForHope1ID

Subscribe to Andrea's YouTube:
https://www.youtube.com/c/AndreaBocelli?sub_confirmation=1
Listen to the Essentials playlist: https://andreabocelli.lnk.to/EssentialsID

Follow Andrea:
Facebook: https://www.facebook.com/AndreaBocelli
Instagram: https://www.instagram.com/AndreaBocelli
Twitter: https://twitter.com/AndreaBocelli
YouTube: https://www.youtube.com/AndreaBocelli
TikTok: https://www.tiktok.com/@andreabocelliof

#AndreaBocelli #Bocelli #Christmas #MyChristmas",2015-10-23 02:00:01+00:00,302,5659256,38638,1223,False,PT5M33S,333,hd,false,True,Andrea|Bocelli|Blue|Christmas|Universal|Music|Pop,10,en-US,none,2015,3974,False,False,5.55,0.006827399219968137,0.000216106145401445,1424.0704579768494
srti9S6wQpY,"Andrea Bocelli - Momentos (Live From Lake Las Vegas Resort, USA / 2006)","Andre Bocelli - Momentos (Live From Lake Las Vegas Resort, USA / 2006)
Stream Andrea Bocelli: https://AndreaBocelli.lnk.to/streamID
Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/

#AndreaBocelli

Music video by Andrea Bocelli performing Momentos. (C) 2006 Sugar Srl, under exclusive license to Universal Music B.V.

http://vevo.ly/trdGDu",2015-10-23 02:00:01+00:00,303,26708138,82991,2905,False,PT4M7S,247,sd,false,True,#EllieGoulding|#ReturnToLove|#AndreaBocelli|#SiForever|#NewAlbum,10,en-US,none,2015,3974,False,False,4.116666666666666,0.0031073300579770855,0.0001087683461872183,6720.719174635128
u8jImIjg4UY,"Andrea Bocelli - The Lord's Prayer (Live From The Kodak Theatre, USA / 2009)","Andrea Bocelli - The Lord's Prayer (Live From The Kodak Theatre, USA / 2009)
Stream Andrea Bocelli: https://AndreaBocelli.lnk.to/streamID
Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/

#AndreaBocelli

Listen to Andrea Bocelli’s Christmas album 'My Christmas'  featuring 'The Lord's Prayer' here: https://andreabocelli.lnk.to/MyChristmasFiresideID
And listen to the new Christmas album 'A Family Christmas' here: https://AndreaBocelli.lnk.to/FamilyChristmasDeluxeID

Music video by Andrea Bocelli performing The Lord's Prayer. (C) 2015 Sugar Srl, under exclusive license to Universal International Music B.V., a Universal Music Group company

http://vevo.ly/bWIeBz",2015-10-23 02:00:01+00:00,304,15530771,113789,5131,False,PT5M27S,327,hd,false,True,Andrea|Bocelli|The|Lord's|Prayer|Universal|Music|Classical,10,en-US,none,2015,3974,False,False,5.45,0.00732668069086847,0.00033037638633651867,3908.0953699043785
zLmFEIksvh8,"Andrea Bocelli, Laura Pausini - Dare To Live (Live From Teatro Del Silenzio, Italy / 2007)","Andrea Bocelli & Laura Pausini - Dare To Live (Live From Teatro Del Silenzio, Italy / 2007)

Andrea Bocelli ‘Duets’ 30th Anniversary, 30 years of bringing people together.
The definitive collection of ‘Duets’ is released Friday 25th October.
Pre-Order 'Duets' here: https://AndreaBocelli.lnk.to/DuetsID

Stream Andrea Bocelli: https://AndreaBocelli.lnk.to/streamID
Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/

#AndreaBocelli #Laura Pausini #Dare To Live

http://vevo.ly/J24l5n",2015-10-23 02:00:01+00:00,305,68372951,299989,8472,False,PT5M10S,310,hd,false,True,#EllieGoulding #ReturnToLove #AndreaBocelli #SiForever #NewAlbum|한글자막|日本語字幕|subtítulos en español|Türkçe Altyazılı|Phụ đề tiếng Việt|Subtitles in Tagalog|Teks dalam Bahasa Indonesia|उपशीर्षक हिंदी में|Sarikata Dalam Bahasa Malaysia|คำบรรยายภาษาไทย|安德烈波切俐|Laura Pausini|Dare To Live|Live From Teatro Del Silenzio|teatro Del Silenzio|andrea bocelli 2007|classical pop|classical crossover|opera|classical|duets,10,en-US,none,2015,3974,False,False,5.166666666666667,0.004387539160040058,0.00012390864919666842,17205.070709612482
ztnasPqFiis,"Andrea Bocelli - Italia (Live From Teatro Del Silenzio, Italy / 2007) ft. Chris Botti",Music video by Andrea Bocelli performing Italia (Live).© 2007 Sugar s.r.l.,2015-10-23 02:00:01+00:00,306,2805219,10317,272,False,PT6M34S,394,hd,false,True,Andrea|Bocelli|Italia|Universal|Music|Pop,10,en-US,none,2015,3974,False,False,6.566666666666666,0.003677787723525329,9.696212666462048e-05,705.8930548565677
-KsE-MVgxNA,"Andrea Bocelli - Melodramma (Live From Teatro Del Silenzio, Italy / 2007)","Andrea Bocelli - Melodramma (Live From Teatro Del Silenzio, Italy / 2007)
Stream Andrea Bocelli: https://AndreaBocelli.lnk.to/streamID
Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/

#AndreaBocelli


Music video by Andrea Bocelli performing Melodramma. (C) 2007 Sugar Srl
http://vevo.ly/wcryJS",2015-10-23 02:00:00+00:00,307,9928193,46348,1810,False,PT5M34S,334,hd,false,True,Andrea|Bocelli|Melodramma|Universal|Music|Classical|Andrea Bocelli|Melodramma Live|Andrea Bocelli Live,10,en-US,none,2015,3974,False,False,5.566666666666666,0.004668321818481974,0.0001823091070046684,2498.2871162556617
-Ox3lUQQ1ZQ,"Andrea Bocelli, Dulce Pontes - O Mare E Tu: Backstage Footage - Live / 2012","Music video by Andrea Bocelli, Dulce Pontes performing O mare e tu: Backstage Footage (Live).© 2015 Sugar s.r.l., under exclusive license to Universal International Music B.V., a Universal Music Group company",2015-10-23 02:00:00+00:00,308,56476,439,15,False,PT4M34S,274,sd,false,True,Andrea|Bocelli|Dulce|Pontes|Mare|Tu:|Backstage|Footage|Universal|Music|Pop,10,en-US,none,2015,3974,False,False,4.566666666666666,0.0077732134003824635,0.00026559954671010697,14.211373930548566
-df3DQFOZns,Andrea Bocelli - Tuscan Skies (Behind The Scenes),"Andrea Bocelli - Tuscan Skies (Behind The Scenes)

Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/
#AndreaBocelli #Bocelli #Tuscan Skies #BehindTheScenes

Music video by Andrea Bocelli performing Tuscan Skies: Behind The Scenes. (C) 2015 Sugar Srl, under exclusive license to Universal International Music B.V., a Universal Music Group company

Watch the Music for Hope full event here: https://andreabocelli.lnk.to/LiveFromDuomoID
Listen to the Music for Hope full event here: https://andreabocelli.lnk.to/MusicForHope1ID

http://vevo.ly/6q28tb",2015-10-23 02:00:00+00:00,309,21541,252,13,False,PT26M,1560,sd,false,True,Andrea|Bocelli|Tuscan|Skies:|Behind|The|Scenes|Universal|Music|Classical|Andrea Bocelli Tuscan Skies (Behind The Scenes)|Tuscan Skies (Behind The Scenes)|Tuscan Skies|(Behind The Scenes),10,en-US,none,2015,3974,False,False,26.0,0.011698621233926001,0.0006035003017501509,5.420483140412682
-zGVKyky7VE,"Andrea Bocelli, New York Philharmonic, Alan Gilbert - Ave Maria - Live From Central Park, USA / 2011","Music video by Andrea Bocelli, New York Philharmonic, Alan Gilbert performing Ave Maria (Live).© 2011 Sugar s.r.l., Under exclusive licence to Universal International Music B.V.",2015-10-23 02:00:00+00:00,310,649058,4593,85,False,PT5M1S,301,hd,false,True,Andrea|Bocelli|Ave|Maria|Universal|Music|Classical,10,en-US,none,2015,3974,False,False,5.016666666666667,0.007076409196096497,0.00013095902061140916,163.32611977856064
09dNMN_OhzA,"Di Quella Pira - Live From Central Park, USA / 2011","Music video by Andrea Bocelli, New York Philharmonic, Alan Gilbert performing Di quella pira (Live).© 2011 Sugar s.r.l., Under exclusive licence to Universal International Music B.V.",2015-10-23 02:00:00+00:00,311,90243,352,36,False,PT2M20S,140,hd,false,True,Andrea|Bocelli|Quella|Pira|Universal|Music|Classical,10,en-US,none,2015,3974,False,False,2.3333333333333335,0.0039005795463360037,0.0003989229081480004,22.7083543029693
2tk9wuADoxA,Andrea Bocelli - Jingle Bells,"Listen to Andrea Bocelli’s Christmas album 'My Christmas'  featuring 'Jingle Bells' here: https://andreabocelli.lnk.to/MyChristmasFiresideID
And listen to the new Christmas album 'A Family Christmas' here: https://AndreaBocelli.lnk.to/FamilyChristmasDeluxeID

Watch the Music for Hope full event here: https://andreabocelli.lnk.to/LiveFromDuomoID
Listen to the Music for Hope full event here: https://andreabocelli.lnk.to/MusicForHope1ID

Subscribe to Andrea's YouTube:
https://www.youtube.com/c/AndreaBocelli?sub_confirmation=1
Listen to the Essentials playlist: https://andreabocelli.lnk.to/EssentialsID

Follow Andrea:
Facebook: https://www.facebook.com/AndreaBocelli
Instagram: https://www.instagram.com/AndreaBocelli
Twitter: https://twitter.com/AndreaBocelli
YouTube: https://www.youtube.com/AndreaBocelli
TikTok: https://www.tiktok.com/@andreabocelliof

#AndreaBocelli #Bocelli #Christmas #MyChristmas
http://vevo.ly/8D6iFa",2015-10-23 02:00:00+00:00,312,13416385,96647,1741,False,PT5M7S,307,hd,false,True,Andrea|Bocelli|Jingle|Bells|Universal|Music|Classical,10,en-US,none,2015,3974,False,False,5.116666666666666,0.007203654337587957,0.0001297666994499636,3376.0405133366885
4KGmLLsdWCM,"Andrea Bocelli, Sarah Brightman - Canto Della Terra (Live From Teatro Del Silenzio, Italy / 2007)","Andrea Bocelli & Sarah Brightman - Canto Della Terra (ive From Teatro Del Silenzio, Italy / 2007)
Stream Andrea Bocelli: https://AndreaBocelli.lnk.to/streamID
Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/

#AndreaBocelli

Music video by Andrea Bocelli performing Canto Della Terra - Live From Teatro Del Silenzio, Italy / 2007. (C) 2007 Sugar Srl

http://vevo.ly/5Hz1J7",2015-10-23 02:00:00+00:00,313,29062981,123673,3648,False,PT4M54S,294,hd,false,True,Andrea|Bocelli|Canto|Della|Terra|Universal|Music|Pop|한글자막|日本語字幕|subtítulos en español|Türkçe Altyazılı|Phụ đề tiếng Việt|Subtitles in Tagalog|Teks dalam Bahasa Indonesia|उपशीर्षक हिंदी में|Sarikata Dalam Bahasa Malaysia|คำบรรยายภาษาไทย|安德烈波切俐,10,en-US,none,2015,3974,False,False,4.9,0.0042553446255220685,0.00012552050321334898,7313.281580271767
4L_yCwFD6Jo,"Andrea Bocelli, Sarah Brightman - Time To Say Goodbye (Live From Teatro Del Silenzio, Italy / 2007)","Andrea Bocelli and Sarah Brightman: Time To Say Goodbye (Live From Teatro Del Silenzio, Italy / 2007)

Andrea Bocelli ‘Duets’ 30th Anniversary, 30 years of bringing people together.
The definitive collection of ‘Duets’ is released Friday 25th October.
Pre-Order 'Duets' here: https://AndreaBocelli.lnk.to/DuetsID

Stream Andrea Bocelli: https://AndreaBocelli.lnk.to/streamID
Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Watch the Music for Hope full event here: https://andreabocelli.lnk.to/LiveFromDuomoID
Listen to the Music for Hope full event here: https://andreabocelli.lnk.to/MusicForHope1ID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/

#AndreaBocelli #SarahBrightman #TimeToSayGoodBye #LoveSongs #Love

http://vevo.ly/RjoVFl",2015-10-23 02:00:00+00:00,314,133300350,1166523,40781,False,PT7M14S,434,hd,false,True,Andrea|Bocelli|Time|Say|Goodbye|Universal|Music|Pop|安德烈波切俐|한글자막|日本語字幕|subtítulos en español|Türkçe Altyazılı|Phụ đề tiếng Việt|Subtitles in Tagalog|Teks dalam Bahasa Indonesia|उपशीर्षक हिंदी में|Sarikata Dalam Bahasa Malaysia|คำบรรยายภาษาไทย|Andrea Bocelli|Sarah Brightman|Time To Say GoodBye|Live From Teatro Del Silenzio|andrea bocelli live|andrea bocelli 2007,10,en-US,none,2015,3974,False,False,7.233333333333333,0.008751087300220893,0.00030593318022045703,33543.11776547559
4MsqOpt1w_Y,"Andrea Bocelli - Solamente Una Vez (Live From Lake Las Vegas Resort, USA / 2006)","Andrea Bocelli - Solamente Una Vez (Live From Lake Las Vegas Resort, USA / 2006)
Stream Andrea Bocelli: https://AndreaBocelli.lnk.to/streamID
Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/

#AndreaBocelli

Music video by Andrea Bocelli performing Solamente Una Vez. (C) 2006 Sugar Srl, under exclusive license to Universal Music B.V.

http://vevo.ly/3S8AGY",2015-10-23 02:00:00+00:00,315,22482214,82028,1964,False,PT3M57S,237,sd,false,True,#EllieGoulding|#ReturnToLove|#AndreaBocelli|#SiForever|#NewAlbum,10,en-US,none,2015,3974,False,False,3.95,0.003648573045341531,8.735794437327214e-05,5657.3261197785605
4TFX0i0m_WY,"Andrea Bocelli, Tony Bennett, New York Philharmonic, Alan Gilbert - New York, New York (HD)","Music video by Andrea Bocelli, Tony Bennett, New York Philharmonic, Alan Gilbert performing New York, New York (Live).© 2011 Sugar s.r.l., Under exclusive licence to Universal International Music B.V.",2015-10-23 02:00:00+00:00,316,2680912,18273,318,False,PT3M58S,238,hd,false,True,Andrea|Bocelli|Tony|Bennett|New|York|Universal|Music|Classical,10,en-US,none,2015,3974,False,False,3.966666666666667,0.006815964119672708,0.00011861635145055116,674.6129843985908
4iKCu4uKm84,"Andrea Bocelli - L'appuntamento (Live From Lake Las Vegas Resort, USA / 2006)","Andrea Bocelli - L'appuntamento (Live From Lake Las Vegas Resort, USA / 2006)
Stream Andrea Bocelli: https://AndreaBocelli.lnk.to/streamID
Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/

#AndreaBocelli

Music video by Andrea Bocelli performing L'appuntamento. (C) 2006 Sugar Srl, under exclusive license to Universal Music B.V.

http://vevo.ly/o4IKWs",2015-10-23 02:00:00+00:00,317,21596466,72179,1692,False,PT4M14S,254,sd,false,True,Andrea|Bocelli|L'appuntamento|Universal|Music|Pop|安德烈波切俐|한글자막|日本語字幕|subtítulos en español|Türkçe Altyazılı|Phụ đề tiếng Việt|Subtitles in Tagalog|Teks dalam Bahasa Indonesia|उपशीर्षक हिंदी में|Sarikata Dalam Bahasa Malaysia|คำบรรยายภาษาไทย,10,en-US,none,2015,3974,False,False,4.233333333333333,0.0033421671860572,7.834615163425349e-05,5434.44036235531
4iUwkJuRdiY,"Andrea Bocelli - La Donna E' Mobile (Live From Piazza Dei Cavalieri, Italy / 1997)","Music video by Andrea Bocelli performing La donna e' mobile (Live).© 2015 Sugar s.r.l., under exclusive license to Universal International Music B.V., a Universal Music Group company",2015-10-23 02:00:00+00:00,318,1498046,19329,443,False,PT2M35S,155,sd,false,True,Andrea|Bocelli|donna|mobile|Universal|Music|(Live|From|Piazza|Dei|Cavalieri|Italy|1997)|classical|opera,10,en-US,none,2015,3974,False,False,2.5833333333333335,0.012902808057963507,0.00029571855603900015,376.961751383996
5IKS7AOV2B8,Andrea Bocelli - Il Mistero Dell'amore (A Boyhood Dream),"Music video by Andrea Bocelli performing Il Mistero Dell'amore. (C) 2015 Sugar Srl, under exclusive license to Universal International Music B.V., a Universal Music Group company

Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/
#AndreaBocelli #Bocelli #IlMisteroDell'amore

Watch the Music for Hope full event here: https://andreabocelli.lnk.to/LiveFromDuomoID
Listen to the Music for Hope full event here: https://andreabocelli.lnk.to/MusicForHope1ID

http://vevo.ly/dal0HS",2015-10-23 02:00:00+00:00,319,406190,3593,187,False,PT3M45S,225,sd,false,True,Andrea|Bocelli|Mistero|Dell'amore|Universal|Music|Classical|Andrea Bocelli Il Mistero Dell'amore|Il Mistero Dell'amore|CLASSICAL POP,10,en-US,none,2015,3974,False,False,3.75,0.008845614121470249,0.0004603756862552008,102.21187720181177
6iBjxRy8acQ,"Andrea Bocelli - Caruso (Live From Piazza Dei Cavalieri, Italy / 1997)","Andrea Bocelli - Caruso (Live From Piazza Dei Cavalieri, Italy / 1997)
Stream Andrea Bocelli: https://AndreaBocelli.lnk.to/streamID
Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/

#AndreaBocelli 

Music video by Andrea Bocelli performing Caruso. (C) 2015 Sugar Srl, under exclusive license to Universal International Music B.V., a Universal Music Group company
http://vevo.ly/LjaFyd",2015-10-23 02:00:00+00:00,320,15229593,91762,2168,False,PT5M11S,311,sd,false,True,Andrea|Bocelli|Caruso|Universal|Music|Pop|andrea bocelli live|andrea bocelli|andrea bocelli Caruso|Caruso live,10,en-US,none,2015,3974,False,False,5.183333333333334,0.006025243090869204,0.00014235442798766847,3832.308253648717
